,eval_subj,num_regions,train_dataset,train_ses,train_type,cerebellum,cortex,method,logalpha,R_train,rmse_train,R_cv,rmse_cv,eval_dataset,eval_ses,parcellation,crossed,splitby,type,cv_fold,R_eval,R2_eval,noise_Y_R,noise_Y_R2,noise_X_R,noise_X_R2,noiseceiling_Y,noiseceiling_XY,R_eval_adj,model
27,sub-06,1876,MDTB,all,CondHalf,SUIT3,fs32k,L2regression,12.0,0.4237145566063756,0.072350023475212,0.1402943156919079,0.079743176227789,MDTB,all,Icosahedron1002,half,,CondHalf,,0.2842128842085432,0.0118350501797703,0.3280391694448706,-0.3439216611102589,0.5441737354676898,0.0883474709353795,0.5727470379188971,0.4225047931284729,0.6726855856570634,
28,sub-08,1876,MDTB,all,CondHalf,SUIT3,fs32k,L2regression,0.0,0.9988128088084346,0.0029094388974033,0.0707472804880587,0.1012119997718407,MDTB,all,Icosahedron1002,half,,CondHalf,,0.3200051977983949,0.083050683235578,0.1318514676257288,-0.7362970647485425,0.385573679813208,-0.228852640373584,0.3631135740036839,0.22547384673443685,1.4192563901892228,
29,sub-08,1876,MDTB,all,CondHalf,SUIT3,fs32k,L2regression,2.0,0.9984832936421074,0.004097293959198,0.0702988335980596,0.1003391821170579,MDTB,all,Icosahedron1002,half,,CondHalf,,0.3228490767754147,0.0828593281829082,0.1318514676257288,-0.7362970647485425,0.3924166901780532,-0.2151666196438935,0.3631135740036839,0.22746585792335347,1.419329827002879,
30,sub-08,1876,MDTB,all,CondHalf,SUIT3,fs32k,L2regression,4.0,0.988729302423824,0.0140505958251208,0.0729890493485767,0.0965545728306812,MDTB,all,Icosahedron1002,half,,CondHalf,,0.3327785022536726,0.0800778386029615,0.1318514676257288,-0.7362970647485425,0.4288921924675168,-0.1422156150649665,0.3631135740036839,0.23780257574311225,1.3993898140664327,
31,sub-08,1876,MDTB,all,CondHalf,SUIT3,fs32k,L2regression,6.0,0.9026897132613678,0.0377142629206676,0.0891796067197205,0.0892685037011999,MDTB,all,Icosahedron1002,half,,CondHalf,,0.3236052716770634,0.066169404145767,0.1318514676257288,-0.7362970647485425,0.5141236368589661,0.028247273717932,0.3631135740036839,0.26036120306399707,1.2429089582810111,
32,sub-08,1876,MDTB,all,CondHalf,SUIT3,fs32k,L2regression,8.0,0.6927436402122323,0.0579073286520426,0.119268104748719,0.0828677241353306,MDTB,all,Icosahedron1002,half,,CondHalf,,0.271497143253173,0.0457114986997294,0.1318514676257288,-0.7362970647485425,0.5452911411316068,0.0905822822632134,0.3631135740036839,0.2681369747750406,1.0125315372150798,
33,sub-08,1876,MDTB,all,CondHalf,SUIT3,fs32k,L2regression,10.0,0.5051855948182699,0.067854551979447,0.1390233040804501,0.0796938129162401,MDTB,all,Icosahedron1002,half,,CondHalf,,0.2322690754110963,0.0247597443373954,0.1318514676257288,-0.7362970647485425,0.5367962430925644,0.0735924861851285,0.3631135740036839,0.26604017077827197,0.873060165055593,
34,sub-08,1876,MDTB,all,CondHalf,SUIT3,fs32k,L2regression,12.0,0.4237145566063756,0.072350023475212,0.1402943156919079,0.079743176227789,MDTB,all,Icosahedron1002,half,,CondHalf,,0.2154450306610753,0.0068766097323171,0.1318514676257288,-0.7362970647485425,0.5274120676597914,0.0548241353195829,0.3631135740036839,0.26370448453612555,0.8169941858973616,
35,sub-09,1876,MDTB,all,CondHalf,SUIT3,fs32k,L2regression,0.0,0.9988128088084346,0.0029094388974033,0.0707472804880587,0.1012119997718407,MDTB,all,Icosahedron1002,half,,CondHalf,,0.2683059469051864,0.0713141719004393,0.2345345103212499,-0.5309309793575003,0.45232531738922,-0.0953493652215602,0.48428763180701806,0.32570830020093844,0.8237614661329203,
36,sub-09,1876,MDTB,all,CondHalf,SUIT3,fs32k,L2regression,2.0,0.9984832936421074,0.004097293959198,0.0702988335980596,0.1003391821170579,MDTB,all,Icosahedron1002,half,,CondHalf,,0.2724856801082481,0.0729734170197601,0.2345345103212499,-0.5309309793575003,0.4561152535395534,-0.0877694929208929,0.48428763180701806,0.3270699736126077,0.833111266982242,
37,sub-09,1876,MDTB,all,CondHalf,SUIT3,fs32k,L2regression,4.0,0.988729302423824,0.0140505958251208,0.0729890493485767,0.0965545728306812,MDTB,all,Icosahedron1002,half,,CondHalf,,0.2896513932390777,0.0778746817616251,0.2345345103212499,-0.5309309793575003,0.47733960719861,-0.0453207856027799,0.48428763180701806,0.3345932023088093,0.8656822411226005,
