task_code	cond_code	n_rep	task_name	cond_name	instruction	common	names	cond_num	sess	cond	cortical_act	cerebellar_act	dataset
imagine	elf	6.0	ImagineIf				imagine_elf	36	ses-02	imagine_elf	-0.009337518417436555	0.019076275006917835	Nishimoto
imagine	move	6.0	ImagineMove				imagine_move	37	ses-02	imagine_move	-0.03188669607571907	0.019531741001019627	Nishimoto
imagine	place	6.0	ImaginePlace				imagine_place	38	ses-02	imagine_place	-0.06901978143166157	-0.06161695419938557	Nishimoto
languagesound	task	6.0	LanguageSound				languagesound_task	39	ses-02	languagesound_task	-0.05511944701399539	-0.01474523200753096	Nishimoto
letterfluency	task	6.0	LetterFluency				letterfluency_task	40	ses-02	letterfluency_task	-0.09057956449959294	-0.011281580721984926	Nishimoto
mapicon	task	6.0	MapIcon				mapicon_task	41	ses-02	mapicon_task	-0.012520123316504969	-0.03089592360012307	Nishimoto
match	digit	6.0	MatchDigit				match_digit	42	ses-02	match_digit	0.026387676430246997	0.04445954839609512	Nishimoto
match	letter	6.0	MatchLetter				match_letter	43	ses-02	match_letter	0.0020453742572660283	0.011747125674660585	Nishimoto
match	nameeasy	6.0	MatchNameEasy				match_nameeasy	44	ses-02	match_nameeasy	0.09115379420391853	0.06570095392751353	Nishimoto
match	namehard	6.0	MatchNameHard				match_namehard	45	ses-02	match_namehard	0.08038870874241824	0.05368328858193527	Nishimoto
memory	digit	6.0	MemoryDigit				memory_digit	46	ses-02	memory_digit	0.021409051145962626	0.06464032374229152	Nishimoto
memory	letter	6.0	MemoryLetter				memory_letter	47	ses-02	memory_letter	-0.051522784484801964	0.03051798068903396	Nishimoto
memory	nameeasy	6.0	MemoryNameEasy				memory_nameeasy	48	ses-02	memory_nameeasy	0.023554229783294547	0.012535019758217594	Nishimoto
memory	namehard	6.0	MemoryNameHard				memory_namehard	49	ses-02	memory_namehard	0.02513399424727163	0.04104694292313102	Nishimoto
metaphor	task	6.0	Metaphor				metaphor_task	50	ses-02	metaphor_task	-0.04787014625475309	-0.0063359778601109985	Nishimoto
mirrorimage	task	6.0	MirrorImage				mirrorimage_task	51	ses-02	mirrorimage_task	-0.014442730761748991	0.04292761038172681	Nishimoto
money	task	6.0	Money				money_task	52	ses-02	money_task	0.004592533808928614	0.026513691062895594	Nishimoto
moral	impersonal	6.0	MoralImpersonal				moral_impersonal	53	ses-02	moral_impersonal	-0.08494765141389275	-0.029481077581386482	Nishimoto
moral	personal	6.0	MoralPersonal				moral_personal	54	ses-02	moral_personal	-0.09056005840296291	-0.06141607036594688	Nishimoto
musiccategory	task	6.0	MusicCategory				musiccategory_task	55	ses-02	musiccategory_task	0.023197181580400923	0.022150162122721095	Nishimoto
press	lr	6.0	PressLR				press_lr	56	ses-02	press_lr	0.0018422760912625658	0.01663040270123397	Nishimoto
press	left	6.0	PressLeft				press_left	57	ses-02	press_left	-0.01860431428922686	0.016650483849274842	Nishimoto
press	ordheasy	6.0	PressOrdEasy				press_ordheasy	58	ses-02	press_ordheasy	0.049431097156057285	0.12337842598712623	Nishimoto
press	ordhard	6.0	PressOrdHard				press_ordhard	59	ses-02	press_ordhard	0.05466204312601718	0.06980473930193999	Nishimoto
press	right	6.0	PressRight				press_right	60	ses-02	press_right	0.006373497706872222	0.037878673698088526	Nishimoto
proplogic	task	6.0	PropLogic				proplogic_task	61	ses-02	proplogic_task	-0.06679580258258153	-0.050153310677791205	Nishimoto
rate	beautymov	6.0	RateBeautyMov				rate_beautymov	62	ses-02	rate_beautymov	-0.011304660043811955	-0.01486101618063409	Nishimoto
rate	beautypic	6.0	RateBeautyPic				rate_beautypic	63	ses-02	rate_beautypic	0.019287470785210845	0.10128736242178149	Nishimoto
rate	beautysound	6.0	RateBeautySound				rate_beautysound	64	ses-02	rate_beautysound	-0.037965470581996126	-0.0018566655795015504	Nishimoto
rate	confidence	6.0	RateConfidence				rate_confidence	65	ses-02	rate_confidence	-0.09450695740733658	-0.01909544308575369	Nishimoto
rate	deliciousmov	6.0	RateDeliciousMov				rate_deliciousmov	66	ses-02	rate_deliciousmov	0.026612738295393047	-0.0032196191074717554	Nishimoto
rate	deliciouspic	6.0	RateDeliciousPic				rate_deliciouspic	67	ses-02	rate_deliciouspic	-0.12061209763668225	-0.06409845987419623	Nishimoto
rate	disgustmov	6.0	RateDisgustMov				rate_disgustmov	68	ses-02	rate_disgustmov	-0.04702675875934936	-0.07783868457646785	Nishimoto
rate	disgustpic	6.0	RateDisgustPic				rate_disgustpic	69	ses-02	rate_disgustpic	-0.019455088317934157	0.058507248555174744	Nishimoto
rate	disgustsound	6.0	RateDisgustSound				rate_disgustsound	70	ses-02	rate_disgustsound	-0.05186121774172572	-0.022724245074489686	Nishimoto
rate	happymov	6.0	RateHappyMov				rate_happymov	71	ses-02	rate_happymov	0.06435691373202224	0.0009192701873483717	Nishimoto
rate	happypic	6.0	RateHappyPic				rate_happypic	72	ses-02	rate_happypic	-0.21235312267719242	-0.13625255963113453	Nishimoto
rate	noisy	6.0	RateNoisy				rate_noisy	73	ses-02	rate_noisy	0.13191504469972665	0.07777040413185897	Nishimoto
rate	painfulmov	6.0	RatePainfulMov				rate_painfulmov	74	ses-02	rate_painfulmov	-0.06755789634807491	-0.07503166541181853	Nishimoto
rate	painfulpic	6.0	RatePainfulPic				rate_painfulpic	75	ses-02	rate_painfulpic	-0.135910660793234	-0.03342082878062214	Nishimoto
rate	poem	6.0	RatePoem				rate_poem	76	ses-02	rate_poem	-0.09508468402509967	-0.04706211520895983	Nishimoto
rate	sexymovf	6.0	RateSexyMovF				rate_sexymovf	77	ses-02	rate_sexymovf	0.013094703202027397	-0.02772834478690602	Nishimoto
rate	sexymovm	6.0	RateSexyMovM				rate_sexymovm	78	ses-02	rate_sexymovm	0.049791962456997234	-7.675670612938985e-05	Nishimoto
rate	sexypicf	6.0	RateSexyPicF				rate_sexypicf	79	ses-02	rate_sexypicf	-0.03309677144483772	0.018609752311241158	Nishimoto
rate	sexypicm	6.0	RateSexyPicM				rate_sexypicm	80	ses-02	rate_sexypicm	-0.012135224857622355	0.036473792685794766	Nishimoto
rate	sleepy	6.0	RateSleepy				rate_sleepy	81	ses-02	rate_sleepy	-0.07032407425850923	-0.010311626375352765	Nishimoto
rate	tired	6.0	RateTired				rate_tired	82	ses-02	rate_tired	-0.038903730593347736	-0.0238077183675904	Nishimoto
recal	face	6.0	RecallFace				recal_face	83	ses-02	recal_face	-0.057839115673430766	0.02704127328933876	Nishimoto
recal	knowledge	6.0	RecallKnowledge				recal_knowledge	84	ses-02	recal_knowledge	-0.006432534706174713	0.021196300648317474	Nishimoto
recal	past	6.0	RecallPast				recal_past	85	ses-02	recal_past	-0.00995776375253602	0.03749048901002728	Nishimoto
recal	talkeasy	6.0	RecallTaskEasy				recal_talkeasy	86	ses-02	recal_talkeasy	0.04663462180642709	0.028225196593391556	Nishimoto
recal	talkhard	6.0	RecallTaskHard				recal_talkhard	87	ses-02	recal_talkhard	-0.05122400811381287	0.014703373480470731	Nishimoto
recipe	task	6.0	Recipe				recipe_task	88	ses-02	recipe_task	-0.07943356503935876	-0.024817953479333046	Nishimoto
relationlogic	task	6.0	RelationLogic				relationlogic_task	89	ses-02	relationlogic_task	-0.03268720830959171	0.034248495146298394	Nishimoto
rest	close	6.0	RestClose				rest_close	90	ses-02	rest_close	-0.07316317292139918	0.024735166083414334	Nishimoto
rest	open	6.0	RestOpen				rest_open	91	ses-02	rest_open	-0.0047264481733759215	-0.005154890988926037	Nishimoto
rhythm	task	6.0	Rhythm				rhythm_task	92	ses-02	rhythm_task	-0.07335589315635413	-0.06468510765862155	Nishimoto
sarcasm	task	6.0	Sarcasm				sarcasm_task	93	ses-02	sarcasm_task	-0.1123446796233326	-0.042651490953137555	Nishimoto
sound	left	6.0	SoundLeft				sound_left	94	ses-02	sound_left	-0.051183570287396715	0.014005532249127399	Nishimoto
sound	place	6.0	SoundPlace				sound_place	95	ses-02	sound_place	-0.039053729705498835	-0.026790020542407592	Nishimoto
sound	right	6.0	SoundRight				sound_right	96	ses-02	sound_right	0.021853975995012192	0.014727404137771289	Nishimoto
statemap	task	6.0	StateMap				statemap_task	97	ses-02	statemap_task	0.011555933322144463	0.026804829574368083	Nishimoto
time	move	6.0	TimeMov				time_move	98	ses-02	time_move	0.000751992220172513	0.02565316095879712	Nishimoto
time	sound	6.0	TimeSound				time_sound	99	ses-02	time_sound	-0.04205807427853382	-0.022670224543267135	Nishimoto
time	value	6.0	TimeValue				time_value	100	ses-02	time_value	0.023851184231417827	0.020569144848387014	Nishimoto
trafficsign	task	6.0	TrafficSign				trafficsign_task	101	ses-02	trafficsign_task	-0.040646104924712344	-0.028972716796439035	Nishimoto
wordmeaning	task	6.0	WordMeaning				wordmeaning_task	102	ses-02	wordmeaning_task	0.0425940829968797	0.05503358660426788	Nishimoto
world	name	6.0	WorldName				world_name	103	ses-02	world_name	0.01157721853403285	0.027995906353959727	Nishimoto
world	place	6.0	WorldPlace				world_place	104	ses-02	world_place	0.060610866871031954	0.0665354620490392	Nishimoto
motor	rhand	24.0	motor	hand_right			motor_rhand	1	ses-motor	motor_rhand	-0.0975591065064415	0.017222000682242576	Somatotopic
motor	tongue	24.0	motor	tongue			motor_tongue	2	ses-motor	motor_tongue	-0.008780906702100931	-0.04879137921658267	Somatotopic
motor	lhand	24.0	motor	hand_left			motor_lhand	3	ses-motor	motor_lhand	-0.0664464695847609	0.03113672959187826	Somatotopic
motor	rfoot	24.0	motor	foot_right			motor_rfoot	4	ses-motor	motor_rfoot	-0.09517034446853308	-0.02879267131732816	Somatotopic
motor	lfoot	24.0	motor	foot_left			motor_lfoot	5	ses-motor	motor_lfoot	-0.09988404313100437	-0.03151930190751095	Somatotopic
motor	glutes	24.0	motor	glutes			motor_glutes	6	ses-motor	motor_glutes	-0.060074959338249426	0.05308532942510408	Somatotopic
dmndgrid	g12s3b2	8.0	demand_grid		0.0		dmndgrid_g12s3b2	1	ses-social	dmndgrid_g12s3b2	0.018964291862736803	0.028344101997110425	Social
rest	task	8.0	rest		0.0		rest_task	2	ses-social	rest_task	-0.03747123674082839	-0.028972029608435153	Social
actpredict	greetinghard	8.0	action_prediction_greeting_hard		0.0		actpredict_greetinghard	3	ses-social	actpredict_greetinghard	-0.01872038602751721	-0.0038321452165193076	Social
actpredict	soccerhard	8.0	action_prediction_soccer_hard		0.0		actpredict_soccerhard	4	ses-social	actpredict_soccerhard	-0.029284215839490986	-0.02209067884091602	Social
fauxpas	social	8.0	faux_pas_social		0.0		fauxpas_social	5	ses-social	fauxpas_social	-0.007330648670064766	-0.0029933621435124127	Social
fauxpas	control	8.0	faux_pas_control		0.0		fauxpas_control	6	ses-social	fauxpas_control	-0.014694655565685397	-0.011693570353532834	Social
frithhappe	tom	8.0	frith_happe_tom		0.0		frithhappe_tom	7	ses-social	frithhappe_tom	0.04431922359117001	0.015638429308157762	Social
frithhappe	random	8.0	frith_happe_random		0.0		frithhappe_random	8	ses-social	frithhappe_random	0.02791527098460082	0.01092557425272404	Social
liking	like	8.0	liking_like		0.0		liking_like	9	ses-social	liking_like	0.003946796941590001	-0.002707886915388631	Social
liking	control	8.0	liking_control		0.0		liking_control	10	ses-social	liking_control	0.0032996004281424874	-0.005611110600654003	Social
picseq	fbelief	8.0	picture_sequence_fbelief		0.0		picseq_fbelief	11	ses-social	picseq_fbelief	0.06113363983689608	0.036268774474470356	Social
picseq	control	8.0	picture_sequence_control		0.0		picseq_control	12	ses-social	picseq_control	0.052383171094001174	0.03289734787184905	Social
rmet	emotion	8.0	rmet_emotion		0.0		rmet_emotion	13	ses-social	rmet_emotion	-0.006926380517801196	0.0035372950051433837	Social
rmet	age	8.0	rmet_age		0.0		rmet_age	14	ses-social	rmet_age	-0.007598998301215933	0.0031794182895426722	Social
strngstories	social	8.0	strange_stories_social		0.0		strngstories_social	15	ses-social	strngstories_social	-0.018302171210114727	-0.01681323205441703	Social
strngstories	control	8.0	strange_stories_control		0.0		strngstories_control	16	ses-social	strngstories_control	-0.018381250847237292	-0.014455184014640675	Social
tom	belief	8.0	theory_of_mind_belief		0.0		tom_belief	17	ses-social	tom_belief	-0.03137058175953671	-0.020736969776284378	Social
tom	photo	8.0	theory_of_mind_photo		0.0		tom_photo	18	ses-social	tom_photo	-0.0218814692596454	-0.0008847716746974144	Social
rest	task	8.0	rest		0.0		rest_task	1	ses-localizer	rest_task	-0.021786440579161355	-0.018222341643819865	Language
vrbgen	read	8.0	word_reading		0.0		vrbgen_read	2	ses-localizer	vrbgen_read	-0.044548380238228664	-0.033899357864974174	Language
vrbgen	generate	8.0	verb_GENERATION		0.0		vrbgen_generate	3	ses-localizer	vrbgen_generate	0.01051691166599382	0.0172859124646422	Language
actobserv	action	8.0	action_observation_action		0.0		actobserv_action	4	ses-localizer	actobserv_action	0.03558168945864408	0.015569729688546498	Language
actobserv	knot	8.0	action_observation_knot		0.0		actobserv_knot	5	ses-localizer	actobserv_knot	0.022674556499849216	0.012019778889704747	Language
pssglisten	intact	8.0	intact_passage		0.0		pssglisten_intact	6	ses-localizer	pssglisten_intact	-0.003765756954187476	-0.016511270291180137	Language
pssglisten	degraded	8.0	degraded_passage		0.0		pssglisten_degraded	7	ses-localizer	pssglisten_degraded	0.0017476728661835268	-0.003395503966795762	Language
motor	tongue	8.0	tongue_movement		0.0		motor_tongue	8	ses-localizer	motor_tongue	0.00788025101249882	-0.03320504188343038	Language
fingr	sequence	8.0	finger_sequence		0.0		fingr_sequence	9	ses-localizer	fingr_sequence	0.005440921810484113	0.05605450552903908	Language
tom	task	8.0	theory_of_mind		0.0		tom_task	10	ses-localizer	tom_task	0.012504685536265943	0.017743326463829402	Language
audnarrative	task	8.0	auditory_narrative		0.0		audnarrative_task	11	ses-localizer	audnarrative_task	-0.0046197576396532925	-0.01114849131864059	Language
nbckpic	2bck	8.0	n_back		0.0		nbckpic_2bck	12	ses-localizer	nbckpic_2bck	-0.017228703347045397	0.019564329021269124	Language
oddball	task	8.0	oddball		0.0		oddball_task	13	ses-localizer	oddball_task	-0.014377380903013775	-0.015034884711547949	Language
dmndgrid	g12s3b2	8.0	demand_grid		0.0		dmndgrid_g12s3b2	14	ses-localizer	dmndgrid_g12s3b2	0.03228215032457007	0.03820217730753416	Language
movie	romance	8.0	romance_movie		0.0		movie_romance	15	ses-localizer	movie_romance	0.027308667625145944	0.00022623250950377474	Language
spatialnav	task	8.0	spatial_navigation		0.0		spatialnav_task	16	ses-localizer	spatialnav_task	-0.016842483982877406	-0.011197845330811492	Language
read	sentence	8.0	sentence_reading		0.0		read_sentence	17	ses-localizer	read_sentence	-0.01351336260874399	-0.014871000304304875	Language
read	noword	8.0	nonword_reading		0.0		read_noword	18	ses-localizer	read_noword	-0.01925524054672415	-0.01918025455856458	Language
