traindata	method	extension	cort_size	cereb_size	name	color_r	color_g	color_b
MdWfDeHtNiSoScLa	NNLS	A0_global	3.4429888073050647	11.8806232471853	10.LimbicB	0.476562	0.527344	0.195312
MdWfDeHtNiSoScLa	NNLS	A0_global	2.3407553791376343	1.5731271223169079	11.ControlC	0.464844	0.546875	0.6875
MdWfDeHtNiSoScLa	NNLS	A0_global	5.977955331436651	12.851973679251955	12.ControlA	0.898438	0.578125	0.132812
MdWfDeHtNiSoScLa	NNLS	A0_global	5.899589430825056	8.41087992770299	13.ControlB	0.527344	0.195312	0.289062
MdWfDeHtNiSoScLa	NNLS	A0_global	3.5639448712925264	5.128093338845361	14.TemporalParietal	0.046875	0.1875	0.996094
MdWfDeHtNiSoScLa	NNLS	A0_global	2.400381607863848	0.7332307877955289	15.DefaultC	0.0	0.0	0.507812
MdWfDeHtNiSoScLa	NNLS	A0_global	8.163682515886132	4.473485410948417	16.DefaultA	0.996094	0.996094	0.0
MdWfDeHtNiSoScLa	NNLS	A0_global	7.7667421932230525	7.912508830200352	17.DefaultB	0.800781	0.242188	0.304688
MdWfIbHtNiSoScLa	NNLS	A0_global	6.567403192558646	3.279185226096828	01.VisualA	0.46875	0.070312	0.523438
MdWfIbHtNiSoScLa	NNLS	A0_global	5.751375662277041	2.429433335641546	02.VisualB	0.996094	0.0	0.0
MdWfIbHtNiSoScLa	NNLS	A0_global	10.066611015519856	13.747644709151748	03.SomatomotorA	0.273438	0.507812	0.703125
MdWfIbHtNiSoScLa	NNLS	A0_global	8.354486447810014	5.331344064686052	04.SomatomotorB	0.164062	0.796875	0.640625
MdWfIbHtNiSoScLa	NNLS	A0_global	5.9711409052965125	4.852896401917676	05.DorsalAttentionA	0.289062	0.605469	0.234375
MdWfIbHtNiSoScLa	NNLS	A0_global	5.821223530213461	6.941892813808671	06.DorsalAttentionB	0.0	0.460938	0.054688
MdWfIbHtNiSoScLa	NNLS	A0_global	8.366411693555257	5.605218137770381	07.VentralAttentionA	0.765625	0.226562	0.976562
MdWfIbHtNiSoScLa	NNLS	A0_global	5.529906812722533	5.026631976726188	08.VentralAttentionB	0.996094	0.59375	0.832031
MdWfIbHtNiSoScLa	NNLS	A0_global	4.0154006030767135	2.4114780948801036	09.LimbicA	0.859375	0.96875	0.640625
MdWfIbHtNiSoScLa	NNLS	A0_global	3.4429888073050647	13.898664284284552	10.LimbicB	0.476562	0.527344	0.195312
MdWfIbHtNiSoScLa	NNLS	A0_global	2.3407553791376343	1.3400531107538134	11.ControlC	0.464844	0.546875	0.6875
MdWfIbHtNiSoScLa	NNLS	A0_global	5.977955331436651	12.121889782195861	12.ControlA	0.898438	0.578125	0.132812
MdWfIbHtNiSoScLa	NNLS	A0_global	5.899589430825056	6.505231025861089	13.ControlB	0.527344	0.195312	0.289062
MdWfIbHtNiSoScLa	NNLS	A0_global	3.5639448712925264	4.473657646374128	14.TemporalParietal	0.046875	0.1875	0.996094
MdWfIbHtNiSoScLa	NNLS	A0_global	2.400381607863848	0.5712225916579872	15.DefaultC	0.0	0.0	0.507812
MdWfIbHtNiSoScLa	NNLS	A0_global	8.163682515886132	3.538660842410361	16.DefaultA	0.996094	0.996094	0.0
MdWfIbHtNiSoScLa	NNLS	A0_global	7.7667421932230525	7.924895955783011	17.DefaultB	0.800781	0.242188	0.304688
MdWfIbDeNiSoScLa	NNLS	A0_global	6.567403192558646	3.246784979041812	01.VisualA	0.46875	0.070312	0.523438
MdWfIbDeNiSoScLa	NNLS	A0_global	5.751375662277041	3.0205928716671946	02.VisualB	0.996094	0.0	0.0
MdWfIbDeNiSoScLa	NNLS	A0_global	10.066611015519856	12.600916058694999	03.SomatomotorA	0.273438	0.507812	0.703125
MdWfIbDeNiSoScLa	NNLS	A0_global	8.354486447810014	4.821877844725321	04.SomatomotorB	0.164062	0.796875	0.640625
MdWfIbDeNiSoScLa	NNLS	A0_global	5.9711409052965125	4.786471864289572	05.DorsalAttentionA	0.289062	0.605469	0.234375
MdWfIbDeNiSoScLa	NNLS	A0_global	5.821223530213461	8.23739217626373	06.DorsalAttentionB	0.0	0.460938	0.054688
MdWfIbDeNiSoScLa	NNLS	A0_global	8.366411693555257	6.074553303606379	07.VentralAttentionA	0.765625	0.226562	0.976562
MdWfIbDeNiSoScLa	NNLS	A0_global	5.529906812722533	5.331652807149362	08.VentralAttentionB	0.996094	0.59375	0.832031
MdWfIbDeNiSoScLa	NNLS	A0_global	4.0154006030767135	1.6463221218726363	09.LimbicA	0.859375	0.96875	0.640625
MdWfIbDeNiSoScLa	NNLS	A0_global	3.4429888073050647	9.585514334108657	10.LimbicB	0.476562	0.527344	0.195312
MdWfIbDeNiSoScLa	NNLS	A0_global	2.3407553791376343	1.955008080606096	11.ControlC	0.464844	0.546875	0.6875
MdWfIbDeNiSoScLa	NNLS	A0_global	5.977955331436651	12.714514506950783	12.ControlA	0.898438	0.578125	0.132812
MdWfIbDeNiSoScLa	NNLS	A0_global	5.899589430825056	7.780324706575217	13.ControlB	0.527344	0.195312	0.289062
MdWfIbDeNiSoScLa	NNLS	A0_global	3.5639448712925264	4.787157356176673	14.TemporalParietal	0.046875	0.1875	0.996094
MdWfIbDeNiSoScLa	NNLS	A0_global	2.400381607863848	0.6884629142009843	15.DefaultC	0.0	0.0	0.507812
MdWfIbDeNiSoScLa	NNLS	A0_global	8.163682515886132	4.687952514474693	16.DefaultA	0.996094	0.996094	0.0
MdWfIbDeNiSoScLa	NNLS	A0_global	7.7667421932230525	8.034501559595892	17.DefaultB	0.800781	0.242188	0.304688
MdWfIbDeHtSoScLa	NNLS	A0_global	6.567403192558646	2.811895678822989	01.VisualA	0.46875	0.070312	0.523438
MdWfIbDeHtSoScLa	NNLS	A0_global	5.751375662277041	2.8541654500895235	02.VisualB	0.996094	0.0	0.0
MdWfIbDeHtSoScLa	NNLS	A0_global	10.066611015519856	12.294372732855084	03.SomatomotorA	0.273438	0.507812	0.703125
MdWfIbDeHtSoScLa	NNLS	A0_global	8.354486447810014	5.025769572466408	04.SomatomotorB	0.164062	0.796875	0.640625
MdWfIbDeHtSoScLa	NNLS	A0_global	5.9711409052965125	5.159747061399349	05.DorsalAttentionA	0.289062	0.605469	0.234375
MdWfIbDeHtSoScLa	NNLS	A0_global	5.821223530213461	6.912771402491143	06.DorsalAttentionB	0.0	0.460938	0.054688
MdWfIbDeHtSoScLa	NNLS	A0_global	8.366411693555257	5.456011285403549	07.VentralAttentionA	0.765625	0.226562	0.976562
MdWfIbDeHtSoScLa	NNLS	A0_global	5.529906812722533	4.960235291723268	08.VentralAttentionB	0.996094	0.59375	0.832031
MdWfIbDeHtSoScLa	NNLS	A0_global	4.0154006030767135	1.1957387567252133	09.LimbicA	0.859375	0.96875	0.640625
MdWfIbDeHtSoScLa	NNLS	A0_global	3.4429888073050647	13.863304848421379	10.LimbicB	0.476562	0.527344	0.195312
MdWfIbDeHtSoScLa	NNLS	A0_global	2.3407553791376343	1.943282833432642	11.ControlC	0.464844	0.546875	0.6875
MdWfIbDeHtSoScLa	NNLS	A0_global	5.977955331436651	11.10138230100031	12.ControlA	0.898438	0.578125	0.132812
MdWfIbDeHtSoScLa	NNLS	A0_global	5.899589430825056	8.275149798503126	13.ControlB	0.527344	0.195312	0.289062
MdWfIbDeHtSoScLa	NNLS	A0_global	3.5639448712925264	4.814587769874461	14.TemporalParietal	0.046875	0.1875	0.996094
MdWfIbDeHtSoScLa	NNLS	A0_global	2.400381607863848	0.8031273837082156	15.DefaultC	0.0	0.0	0.507812
MdWfIbDeHtSoScLa	NNLS	A0_global	8.163682515886132	4.23664887819653	16.DefaultA	0.996094	0.996094	0.0
MdWfIbDeHtSoScLa	NNLS	A0_global	7.7667421932230525	8.291808954886813	17.DefaultB	0.800781	0.242188	0.304688
MdWfIbDeHtNiScLa	NNLS	A0_global	6.567403192558646	2.7406862595545163	01.VisualA	0.46875	0.070312	0.523438
MdWfIbDeHtNiScLa	NNLS	A0_global	5.751375662277041	2.5113268501583215	02.VisualB	0.996094	0.0	0.0
MdWfIbDeHtNiScLa	NNLS	A0_global	10.066611015519856	11.316702121963697	03.SomatomotorA	0.273438	0.507812	0.703125
MdWfIbDeHtNiScLa	NNLS	A0_global	8.354486447810014	4.640071916885356	04.SomatomotorB	0.164062	0.796875	0.640625
MdWfIbDeHtNiScLa	NNLS	A0_global	5.9711409052965125	4.881246399673636	05.DorsalAttentionA	0.289062	0.605469	0.234375
MdWfIbDeHtNiScLa	NNLS	A0_global	5.821223530213461	7.477130080396792	06.DorsalAttentionB	0.0	0.460938	0.054688
MdWfIbDeHtNiScLa	NNLS	A0_global	8.366411693555257	6.1276714818398945	07.VentralAttentionA	0.765625	0.226562	0.976562
MdWfIbDeHtNiScLa	NNLS	A0_global	5.529906812722533	5.188463739383929	08.VentralAttentionB	0.996094	0.59375	0.832031
MdWfIbDeHtNiScLa	NNLS	A0_global	4.0154006030767135	1.5607277554174719	09.LimbicA	0.859375	0.96875	0.640625
MdWfIbDeHtNiScLa	NNLS	A0_global	3.4429888073050647	12.886878619714395	10.LimbicB	0.476562	0.527344	0.195312
MdWfIbDeHtNiScLa	NNLS	A0_global	2.3407553791376343	1.532560351018813	11.ControlC	0.464844	0.546875	0.6875
MdWfIbDeHtNiScLa	NNLS	A0_global	5.977955331436651	12.285226100939834	12.ControlA	0.898438	0.578125	0.132812
MdWfIbDeHtNiScLa	NNLS	A0_global	5.899589430825056	8.362603293075853	13.ControlB	0.527344	0.195312	0.289062
MdWfIbDeHtNiScLa	NNLS	A0_global	3.5639448712925264	4.858285677852782	14.TemporalParietal	0.046875	0.1875	0.996094
MdWfIbDeHtNiScLa	NNLS	A0_global	2.400381607863848	0.7141274671491388	15.DefaultC	0.0	0.0	0.507812
MdWfIbDeHtNiScLa	NNLS	A0_global	8.163682515886132	4.549955520340275	16.DefaultA	0.996094	0.996094	0.0
MdWfIbDeHtNiScLa	NNLS	A0_global	7.7667421932230525	8.366336364635298	17.DefaultB	0.800781	0.242188	0.304688
MdWfIbDeHtNiSoLa	NNLS	A0_global	6.567403192558646	2.580120708027051	01.VisualA	0.46875	0.070312	0.523438
MdWfIbDeHtNiSoLa	NNLS	A0_global	5.751375662277041	2.6607042673756776	02.VisualB	0.996094	0.0	0.0
MdWfIbDeHtNiSoLa	NNLS	A0_global	10.066611015519856	12.33531056297497	03.SomatomotorA	0.273438	0.507812	0.703125
MdWfIbDeHtNiSoLa	NNLS	A0_global	8.354486447810014	4.838069511058989	04.SomatomotorB	0.164062	0.796875	0.640625
MdWfIbDeHtNiSoLa	NNLS	A0_global	5.9711409052965125	4.5711137267075	05.DorsalAttentionA	0.289062	0.605469	0.234375
MdWfIbDeHtNiSoLa	NNLS	A0_global	5.821223530213461	7.111406220578713	06.DorsalAttentionB	0.0	0.460938	0.054688
MdWfIbDeHtNiSoLa	NNLS	A0_global	8.366411693555257	5.738456434224967	07.VentralAttentionA	0.765625	0.226562	0.976562
MdWfIbDeHtNiSoLa	NNLS	A0_global	5.529906812722533	5.553958357278184	08.VentralAttentionB	0.996094	0.59375	0.832031
MdWfIbDeHtNiSoLa	NNLS	A0_global	4.0154006030767135	1.9067286489085042	09.LimbicA	0.859375	0.96875	0.640625
MdWfIbDeHtNiSoLa	NNLS	A0_global	3.4429888073050647	12.996184231013833	10.LimbicB	0.476562	0.527344	0.195312
MdWfIbDeHtNiSoLa	NNLS	A0_global	2.3407553791376343	1.4410630855469229	11.ControlC	0.464844	0.546875	0.6875
MdWfIbDeHtNiSoLa	NNLS	A0_global	5.977955331436651	12.169829579262162	12.ControlA	0.898438	0.578125	0.132812
MdWfIbDeHtNiSoLa	NNLS	A0_global	5.899589430825056	8.26974086762896	13.ControlB	0.527344	0.195312	0.289062
MdWfIbDeHtNiSoLa	NNLS	A0_global	3.5639448712925264	4.1060938169362196	14.TemporalParietal	0.046875	0.1875	0.996094
MdWfIbDeHtNiSoLa	NNLS	A0_global	2.400381607863848	0.6434561473307677	15.DefaultC	0.0	0.0	0.507812
MdWfIbDeHtNiSoLa	NNLS	A0_global	8.163682515886132	4.761941312570658	16.DefaultA	0.996094	0.996094	0.0
MdWfIbDeHtNiSoLa	NNLS	A0_global	7.7667421932230525	8.315822522575926	17.DefaultB	0.800781	0.242188	0.304688
MdWfIbDeHtNiSoSc	NNLS	A0_global	6.567403192558646	2.5030946236566853	01.VisualA	0.46875	0.070312	0.523438
MdWfIbDeHtNiSoSc	NNLS	A0_global	5.751375662277041	2.598494298784626	02.VisualB	0.996094	0.0	0.0
MdWfIbDeHtNiSoSc	NNLS	A0_global	10.066611015519856	11.067255457964679	03.SomatomotorA	0.273438	0.507812	0.703125
MdWfIbDeHtNiSoSc	NNLS	A0_global	8.354486447810014	4.706080694771562	04.SomatomotorB	0.164062	0.796875	0.640625
MdWfIbDeHtNiSoSc	NNLS	A0_global	5.9711409052965125	5.182580702397151	05.DorsalAttentionA	0.289062	0.605469	0.234375
MdWfIbDeHtNiSoSc	NNLS	A0_global	5.821223530213461	6.434348695966604	06.DorsalAttentionB	0.0	0.460938	0.054688
MdWfIbDeHtNiSoSc	NNLS	A0_global	8.366411693555257	6.41959636373982	07.VentralAttentionA	0.765625	0.226562	0.976562
MdWfIbDeHtNiSoSc	NNLS	A0_global	5.529906812722533	6.162025076963121	08.VentralAttentionB	0.996094	0.59375	0.832031
MdWfIbDeHtNiSoSc	NNLS	A0_global	4.0154006030767135	1.6993729473291115	09.LimbicA	0.859375	0.96875	0.640625
MdWfIbDeHtNiSoSc	NNLS	A0_global	3.4429888073050647	10.839770133332486	10.LimbicB	0.476562	0.527344	0.195312
MdWfIbDeHtNiSoSc	NNLS	A0_global	2.3407553791376343	1.6241942891648784	11.ControlC	0.464844	0.546875	0.6875
MdWfIbDeHtNiSoSc	NNLS	A0_global	5.977955331436651	12.029730051702266	12.ControlA	0.898438	0.578125	0.132812
MdWfIbDeHtNiSoSc	NNLS	A0_global	5.899589430825056	9.4761587747116	13.ControlB	0.527344	0.195312	0.289062
MdWfIbDeHtNiSoSc	NNLS	A0_global	3.5639448712925264	5.075841181995814	14.TemporalParietal	0.046875	0.1875	0.996094
MdWfIbDeHtNiSoSc	NNLS	A0_global	2.400381607863848	0.4773552899179102	15.DefaultC	0.0	0.0	0.507812
MdWfIbDeHtNiSoSc	NNLS	A0_global	8.163682515886132	4.810104691430921	16.DefaultA	0.996094	0.996094	0.0
MdWfIbDeHtNiSoSc	NNLS	A0_global	7.7667421932230525	8.89399672617076	17.DefaultB	0.800781	0.242188	0.304688
