train_dataset	eval_dataset	eval_subj	R_eval_adj_L2reg	R_eval_adj_NNLS	R_eval_adj_diff
MDTB	Demand	sub-17	0.5162358140401778	0.5013688596667887	0.01486695437338914
MDTB	Demand	sub-19	0.8131196997548652	0.8029975553431323	0.01012214441173287
MDTB	Demand	sub-20	0.8991123748086235	0.968199051152911	-0.06908667634428756
MDTB	Demand	sub-21	0.8291408803961594	0.7960962175608141	0.03304466283534535
MDTB	Demand	sub-24	0.7944226824991417	0.7977251076339335	-0.003302425134791731
MDTB	Demand	sub-25	0.7512091589578861	0.763583988780574	-0.012374829822687894
MDTB	Demand	sub-26	0.5844816479071961	0.5109023337025396	0.07357931420465658
MDTB	Demand	sub-27	0.8481140180712429	0.8018110408713053	0.04630297719993759
MDTB	Demand	sub-29	0.9148235981497561	0.9760252544315206	-0.06120165628176444
MDTB	Demand	sub-30	0.9826701913386334	1.0692123188391833	-0.0865421275005499
MDTB	Demand	sub-31	1.0061522559561924	1.0255206225898506	-0.01936836663365815
MDTB	Demand	sub-34	0.8461092357795708	0.8456313766913608	0.00047785908820996426
MDTB	Demand	sub-35	0.6409118644660773	0.7016211551178796	-0.060709290651802306
MDTB	Demand	sub-36	0.7837139066869147	0.7959596014346494	-0.012245694747734737
MDTB	Demand	sub-37	0.5125166076152753	0.5354210587490646	-0.02290445113378936
MDTB	Demand	sub-38	1.0509352935711174	1.0733095126859744	-0.02237421911485704
MDTB	Demand	sub-39	0.8281811530777512	0.8978229426977036	-0.06964178961995238
MDTB	Demand	sub-41	0.791580559517366	0.7515339850079293	0.040046574509436605
MDTB	Demand	sub-43	0.6004335192349255	0.603874228548435	-0.0034407093135094824
MDTB	Demand	sub-44	0.9735233188311005	1.044683816195263	-0.07116049736416241
MDTB	Demand	sub-45	0.8523616806090261	0.8659684243554341	-0.013606743746408023
MDTB	Demand	sub-46	0.8638701358949537	0.9279100239170773	-0.06403988802212368
MDTB	Demand	sub-47	0.7567596627746287	0.7273129034660796	0.02944675930854912
MDTB	Demand	sub-48	0.9393704049586757	0.9860128689477168	-0.04664246398904104
MDTB	Demand	sub-50	0.6599001200651247	0.5752469445598984	0.08465317550522622
MDTB	Somatotopic	sub-01	0.5544020566375576	0.47813795919107477	0.07626409744648283
MDTB	Somatotopic	sub-02	0.5248099053135454	0.41668917443137377	0.10812073088217167
MDTB	Somatotopic	sub-03	0.44326720347622994	0.475499834487118	-0.03223263101088808
MDTB	Somatotopic	sub-04	0.43459626019937325	0.510714655560907	-0.07611839536153375
MDTB	Somatotopic	sub-05	0.4093152531079776	0.4582028048733395	-0.04888755176536186
MDTB	Somatotopic	sub-06	0.6887609118073404	0.7158885562832153	-0.0271276444758749
MDTB	Somatotopic	sub-07	0.48468936005813207	0.43330971173391675	0.05137964832421532
MDTB	Somatotopic	sub-08	0.3848052254863909	0.4419766483647064	-0.0571714228783155
MDTB	Nishimoto	sub-01	0.557900711215085	0.5045604072753694	0.05334030393971556
MDTB	Nishimoto	sub-02	0.5492601519881395	0.5524350313009043	-0.0031748793127648334
